name,age,user_city,has_car,education_level,english,studies,job,company,job_city,salary_range,contract_type
Jessica Burke,19,Sevilla,False,Bachelor,False,Education,Marketing Intern,TravelX,Valencia,€1300-1500,Part-time
Cameron Martin,19,Zaragoza,True,Vocational Training,False,Marketing,Sales Assistant,TravelX,Zaragoza,€900-1100,Part-time
Miss Angela Griffin,20,Zaragoza,False,High School,False,Mechanical Engineering,HR Assistant,InnovaCorp,Bilbao,€1300-1500,Internship
Katherine Wilkins,21,Valencia,True,High School,True,Computer Science,Marketing Intern,InnovaCorp,Zaragoza,€1300-1500,Internship
Robert Alexander,19,Sevilla,False,Bachelor,False,Business Administration,Receptionist,TechSolutions,Logroño,€1300-1500,Part-time
Nicholas Anderson,23,Valencia,False,Master,False,Mechanical Engineering,Teacher Assistant,TravelX,Sevilla,€1300-1500,Full-time
Elizabeth Terry,18,Valencia,False,Master,True,Electrical Engineering,Junior Developer,GlobalBiz,Logroño,€1100-1300,Part-time
Robert Schultz,19,Madrid,False,Master,False,Electrical Engineering,Junior Developer,MediCare,Zaragoza,€900-1100,Part-time
Robert Chan,22,Logroño,True,High School,True,Mechanical Engineering,Graphic Designer,MediCare,Logroño,€1100-1300,Internship
Stephen Hernandez Jr.,25,Bilbao,False,High School,False,Nursing,Marketing Intern,TravelX,Sevilla,€900-1100,Internship
Michelle Taylor,20,Bilbao,True,High School,False,Business Administration,Sales Assistant,GlobalBiz,Logroño,€1300-1500,Part-time
Keith Swanson,18,Sevilla,True,Bachelor,True,Education,Teacher Assistant,GlobalBiz,Zaragoza,€900-1100,Internship
Bruce Brown,22,Logroño,True,Bachelor,False,Business Administration,Data Analyst,InnovaCorp,Sevilla,€1100-1300,Internship
Lauren Gonzales,18,Madrid,False,Master,True,Graphic Design,Sales Assistant,InnovaCorp,Valencia,€1300-1500,Full-time
Melinda Smith,25,Madrid,True,Vocational Training,False,Business Administration,Sales Assistant,InnovaCorp,Logroño,€1300-1500,Full-time
Lisa Weaver,18,Zaragoza,False,Master,False,Tourism,Junior Developer,DesignHub,Bilbao,€1300-1500,Part-time
Johnathan Jones,19,Valencia,False,Master,False,Computer Science,Electrician Assistant,DesignHub,Sevilla,€900-1100,Internship
Andrew Brennan,19,Sevilla,True,Bachelor,False,Electrical Engineering,Sales Assistant,TechSolutions,Madrid,€900-1100,Internship
Edward Hoover,20,Valencia,False,Vocational Training,False,Education,Graphic Designer,TechSolutions,Zaragoza,€1300-1500,Internship
Justin Steele,24,Barcelona,True,High School,True,Mechanical Engineering,HR Assistant,InnovaCorp,Logroño,€1300-1500,Part-time
Jon Hall,18,Zaragoza,True,Bachelor,True,Education,Teacher Assistant,TravelX,Logroño,€1100-1300,Full-time
Jeffrey Novak,18,Barcelona,False,Bachelor,True,Tourism,Marketing Intern,InnovaCorp,Logroño,€1100-1300,Part-time
Christian Brown,25,Sevilla,True,Vocational Training,True,Marketing,Sales Assistant,DesignHub,Barcelona,€1300-1500,Internship
Scott Conrad,19,Barcelona,True,Master,True,Law,Receptionist,DesignHub,Valencia,€900-1100,Part-time
Jason Jones,24,Zaragoza,False,High School,False,Computer Science,Receptionist,TechSolutions,Barcelona,€1300-1500,Full-time
Alice Briggs,23,Zaragoza,True,Master,False,Law,Sales Assistant,MediCare,Bilbao,€1300-1500,Part-time
Steven Shelton,20,Zaragoza,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,TravelX,Madrid,€1100-1300,Internship
Heather Lawrence,19,Valencia,False,Vocational Training,True,Tourism,Receptionist,MediCare,Logroño,€1100-1300,Part-time
Anthony Higgins,23,Sevilla,False,Bachelor,False,Education,Teacher Assistant,DesignHub,Bilbao,€1300-1500,Full-time
Crystal Wilson,20,Logroño,False,Master,False,Business Administration,Nurse Assistant,TravelX,Bilbao,€1300-1500,Full-time
Kelsey Fowler,19,Zaragoza,False,Bachelor,False,Nursing,Nurse Assistant,GlobalBiz,Valencia,€900-1100,Full-time
Gary Rivas,21,Zaragoza,False,Bachelor,False,Mechanical Engineering,Electrician Assistant,DesignHub,Sevilla,€1100-1300,Part-time
Aaron Evans,24,Barcelona,False,Vocational Training,True,Nursing,Nurse Assistant,InnovaCorp,Zaragoza,€1100-1300,Full-time
Erica Miller,20,Barcelona,False,High School,False,Mechanical Engineering,Sales Assistant,DesignHub,Zaragoza,€1100-1300,Part-time
Thomas Simpson,21,Bilbao,False,Master,False,Nursing,Electrician Assistant,GlobalBiz,Barcelona,€1100-1300,Full-time
Edward Andrews,19,Zaragoza,False,Bachelor,True,Graphic Design,Graphic Designer,TechSolutions,Barcelona,€1100-1300,Part-time
Misty Weaver,25,Valencia,True,Bachelor,False,Mechanical Engineering,Receptionist,DesignHub,Sevilla,€1300-1500,Internship
Erik Hawkins,25,Madrid,True,Master,False,Tourism,Sales Assistant,TechSolutions,Valencia,€900-1100,Internship
Edward Norris,19,Bilbao,False,Bachelor,True,Education,Teacher Assistant,TechSolutions,Logroño,€1300-1500,Part-time
Pamela Gonzalez,21,Madrid,False,High School,True,Computer Science,Teacher Assistant,DesignHub,Valencia,€1100-1300,Part-time
Robert Sanchez,21,Bilbao,False,Vocational Training,True,Law,Electrician Assistant,GlobalBiz,Zaragoza,€900-1100,Internship
Rebecca Lane,18,Zaragoza,False,Bachelor,True,Marketing,Marketing Intern,TravelX,Bilbao,€900-1100,Internship
Tracy Carter,19,Madrid,True,Bachelor,False,Business Administration,Receptionist,InnovaCorp,Barcelona,€1100-1300,Full-time
Ashley Zamora,20,Madrid,True,Vocational Training,True,Nursing,Nurse Assistant,DesignHub,Valencia,€1100-1300,Full-time
Terri Carter,24,Madrid,True,Master,True,Mechanical Engineering,Receptionist,DesignHub,Sevilla,€1100-1300,Internship
Manuel Fuller,24,Zaragoza,False,Master,True,Education,Teacher Assistant,DesignHub,Sevilla,€1100-1300,Full-time
Sean Larson,23,Bilbao,False,Bachelor,True,Electrical Engineering,Junior Developer,TravelX,Barcelona,€1100-1300,Internship
Elizabeth Gutierrez,19,Barcelona,True,Master,True,Graphic Design,Nurse Assistant,GlobalBiz,Sevilla,€1100-1300,Internship
Jacob Anderson,22,Sevilla,True,Vocational Training,False,Law,Teacher Assistant,InnovaCorp,Logroño,€1300-1500,Internship
John Berger,25,Valencia,False,High School,False,Law,Receptionist,TechSolutions,Sevilla,€1100-1300,Full-time
Daniel Woods,25,Valencia,False,Master,True,Graphic Design,Marketing Intern,GlobalBiz,Valencia,€1100-1300,Part-time
Shirley Rodgers,20,Logroño,True,Vocational Training,True,Law,Junior Developer,MediCare,Valencia,€900-1100,Internship
Joy Long,19,Logroño,True,Vocational Training,True,Law,HR Assistant,TechSolutions,Bilbao,€1100-1300,Part-time
Sandra Mccoy,20,Valencia,True,Bachelor,True,Graphic Design,Graphic Designer,MediCare,Valencia,€900-1100,Full-time
Tyler Thompson,19,Madrid,True,Vocational Training,True,Law,HR Assistant,TravelX,Sevilla,€1100-1300,Internship
David Morgan,21,Logroño,True,High School,True,Law,Data Analyst,TechSolutions,Valencia,€900-1100,Full-time
Kelly Bell,19,Barcelona,True,Master,False,Marketing,Marketing Intern,TechSolutions,Valencia,€900-1100,Part-time
Michael Gordon,18,Barcelona,True,High School,False,Marketing,Sales Assistant,InnovaCorp,Zaragoza,€900-1100,Internship
Kevin Hicks,23,Sevilla,True,Bachelor,False,Mechanical Engineering,Data Analyst,DesignHub,Barcelona,€900-1100,Full-time
Kevin Rivers,18,Madrid,False,High School,False,Marketing,Sales Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Donna Lewis,24,Valencia,False,Master,False,Education,HR Assistant,TravelX,Sevilla,€900-1100,Full-time
Melissa Boyd,25,Madrid,False,Vocational Training,True,Mechanical Engineering,HR Assistant,TechSolutions,Bilbao,€1100-1300,Part-time
Anita Mcdonald,24,Valencia,False,Bachelor,False,Computer Science,Marketing Intern,TechSolutions,Barcelona,€1100-1300,Full-time
Melissa Buchanan,20,Sevilla,True,Master,True,Nursing,Sales Assistant,TechSolutions,Barcelona,€1100-1300,Part-time
Alec Horn,25,Valencia,True,Master,False,Electrical Engineering,Graphic Designer,InnovaCorp,Sevilla,€900-1100,Internship
Ana Edwards,20,Madrid,False,High School,False,Tourism,Graphic Designer,MediCare,Logroño,€1100-1300,Internship
Joseph Mccall,22,Zaragoza,False,Bachelor,False,Computer Science,Data Analyst,GlobalBiz,Valencia,€900-1100,Part-time
Justin Kelly,20,Logroño,False,High School,True,Marketing,Sales Assistant,TechSolutions,Bilbao,€900-1100,Full-time
Maria Kent,23,Valencia,False,High School,False,Graphic Design,Nurse Assistant,TravelX,Valencia,€1100-1300,Part-time
Holly Powell,18,Sevilla,True,High School,False,Electrical Engineering,Electrician Assistant,DesignHub,Logroño,€1300-1500,Full-time
Kathy Blankenship,19,Logroño,False,Vocational Training,False,Tourism,HR Assistant,InnovaCorp,Barcelona,€900-1100,Internship
Kristina Russell,24,Madrid,True,Bachelor,False,Mechanical Engineering,HR Assistant,TechSolutions,Barcelona,€900-1100,Part-time
Amanda Keller,21,Bilbao,False,Master,True,Graphic Design,Marketing Intern,TechSolutions,Madrid,€900-1100,Internship
David Moore,22,Sevilla,True,Master,True,Mechanical Engineering,Graphic Designer,TechSolutions,Madrid,€1300-1500,Part-time
Kurt Fox MD,23,Bilbao,False,Bachelor,False,Nursing,Nurse Assistant,TravelX,Barcelona,€1300-1500,Full-time
Caleb Roth,22,Sevilla,False,Vocational Training,True,Computer Science,Junior Developer,GlobalBiz,Bilbao,€1100-1300,Part-time
Jennifer Phillips,24,Madrid,True,High School,False,Nursing,Electrician Assistant,InnovaCorp,Zaragoza,€900-1100,Internship
James Stone,25,Bilbao,False,Vocational Training,True,Education,Receptionist,DesignHub,Sevilla,€1100-1300,Full-time
Kelly Reid,23,Barcelona,False,Bachelor,True,Mechanical Engineering,Data Analyst,GlobalBiz,Madrid,€1100-1300,Part-time
Kathryn Williams,24,Madrid,False,Vocational Training,False,Electrical Engineering,Electrician Assistant,TechSolutions,Valencia,€900-1100,Part-time
Amanda Turner,25,Sevilla,True,Master,True,Graphic Design,HR Assistant,InnovaCorp,Bilbao,€900-1100,Part-time
Laura Chavez,20,Madrid,True,Bachelor,False,Business Administration,Data Analyst,DesignHub,Madrid,€900-1100,Full-time
Ashley Davis,24,Madrid,True,Master,True,Marketing,Graphic Designer,InnovaCorp,Madrid,€900-1100,Part-time
Kara Clark,23,Barcelona,False,Bachelor,True,Computer Science,Data Analyst,TechSolutions,Madrid,€1300-1500,Internship
James Coleman,18,Sevilla,False,High School,True,Marketing,Sales Assistant,GlobalBiz,Bilbao,€1100-1300,Full-time
Derrick Bray,19,Sevilla,False,Bachelor,True,Business Administration,Data Analyst,DesignHub,Zaragoza,€1300-1500,Full-time
Valerie Hall,19,Madrid,False,Master,True,Nursing,Nurse Assistant,DesignHub,Barcelona,€1300-1500,Part-time
Joel Fields DVM,25,Logroño,False,Bachelor,False,Nursing,Nurse Assistant,InnovaCorp,Zaragoza,€1100-1300,Full-time
Mark Adams,23,Barcelona,True,Vocational Training,True,Electrical Engineering,Junior Developer,TechSolutions,Madrid,€1300-1500,Internship
Dr. Paul Curry Jr.,20,Barcelona,True,High School,False,Marketing,Sales Assistant,GlobalBiz,Logroño,€1100-1300,Full-time
Donna Parks,21,Madrid,False,Master,False,Graphic Design,Marketing Intern,MediCare,Logroño,€900-1100,Part-time
Bethany Carlson,20,Madrid,True,Master,True,Tourism,Junior Developer,GlobalBiz,Sevilla,€900-1100,Part-time
Carolyn Boyd,25,Barcelona,False,Master,False,Electrical Engineering,Receptionist,DesignHub,Valencia,€1300-1500,Full-time
Mr. Chad Riley,20,Sevilla,True,High School,True,Nursing,Graphic Designer,GlobalBiz,Barcelona,€900-1100,Internship
Rachel Brown,21,Logroño,True,Master,False,Mechanical Engineering,Receptionist,TechSolutions,Zaragoza,€900-1100,Full-time
Scott Perry,23,Madrid,True,Bachelor,False,Tourism,Graphic Designer,TravelX,Barcelona,€900-1100,Internship
Lauren Greene,23,Bilbao,True,Bachelor,False,Education,Receptionist,DesignHub,Zaragoza,€900-1100,Part-time
Melissa Williams,22,Valencia,True,Master,True,Nursing,Receptionist,TravelX,Logroño,€900-1100,Part-time
Robert Arnold,24,Zaragoza,True,Master,True,Tourism,Graphic Designer,GlobalBiz,Valencia,€1300-1500,Internship
Mark Peters,21,Madrid,True,Bachelor,False,Nursing,Nurse Assistant,InnovaCorp,Zaragoza,€1100-1300,Internship
Gina Wall,24,Madrid,False,High School,False,Computer Science,Electrician Assistant,TravelX,Sevilla,€900-1100,Full-time
Sarah Jones,22,Barcelona,False,High School,False,Law,Data Analyst,InnovaCorp,Sevilla,€1300-1500,Full-time
Krystal Snow,23,Logroño,False,Vocational Training,True,Computer Science,Junior Developer,GlobalBiz,Logroño,€900-1100,Part-time
Matthew Johnson,18,Barcelona,False,High School,True,Nursing,HR Assistant,MediCare,Barcelona,€1100-1300,Internship
Elaine Hicks,20,Valencia,True,Bachelor,True,Nursing,Nurse Assistant,InnovaCorp,Zaragoza,€900-1100,Internship
Jesus Klein,21,Madrid,False,High School,False,Marketing,Sales Assistant,TechSolutions,Bilbao,€1300-1500,Part-time
Shelley Wilkins,19,Valencia,True,Master,False,Business Administration,Nurse Assistant,InnovaCorp,Sevilla,€900-1100,Full-time
Julie Stein,22,Barcelona,True,High School,True,Business Administration,Receptionist,InnovaCorp,Bilbao,€1300-1500,Full-time
John Johnson,21,Valencia,False,Master,False,Computer Science,Receptionist,TechSolutions,Zaragoza,€1300-1500,Part-time
Crystal Williams,21,Logroño,False,Vocational Training,True,Law,Teacher Assistant,DesignHub,Logroño,€900-1100,Full-time
Susan Bailey,21,Valencia,False,Master,False,Graphic Design,Marketing Intern,TechSolutions,Madrid,€1100-1300,Internship
Greg Dixon,18,Logroño,False,Bachelor,True,Tourism,Receptionist,DesignHub,Zaragoza,€900-1100,Part-time
Donna Gibson,25,Bilbao,True,High School,True,Business Administration,Sales Assistant,MediCare,Sevilla,€1300-1500,Full-time
Kathy Vaughan,23,Barcelona,False,High School,True,Tourism,Receptionist,GlobalBiz,Madrid,€900-1100,Internship
Lisa Hughes,22,Barcelona,False,Vocational Training,False,Graphic Design,Graphic Designer,MediCare,Madrid,€1300-1500,Part-time
Jimmy Castillo,19,Sevilla,True,Master,False,Nursing,Junior Developer,GlobalBiz,Valencia,€900-1100,Full-time
Stephen Jones,19,Madrid,True,Vocational Training,True,Tourism,Receptionist,GlobalBiz,Valencia,€900-1100,Internship
Kimberly Roberts,21,Valencia,False,High School,True,Computer Science,Electrician Assistant,TravelX,Zaragoza,€900-1100,Full-time
Tiffany Mcmahon,22,Zaragoza,True,Bachelor,True,Graphic Design,Graphic Designer,MediCare,Madrid,€1300-1500,Part-time
Kenneth Anderson,22,Madrid,True,High School,True,Business Administration,Sales Assistant,MediCare,Madrid,€1100-1300,Part-time
David Howard,24,Bilbao,True,High School,False,Marketing,Sales Assistant,GlobalBiz,Barcelona,€900-1100,Full-time
Lisa Walker,19,Logroño,True,High School,False,Mechanical Engineering,Sales Assistant,DesignHub,Zaragoza,€1300-1500,Full-time
Olivia Nelson,21,Valencia,True,Master,True,Education,Teacher Assistant,TravelX,Barcelona,€900-1100,Part-time
Sara Reed,21,Valencia,False,Master,True,Education,Teacher Assistant,MediCare,Bilbao,€1100-1300,Full-time
Andrea Durham,22,Zaragoza,True,Bachelor,True,Law,HR Assistant,GlobalBiz,Logroño,€1300-1500,Part-time
Linda Diaz,18,Barcelona,False,High School,False,Law,Sales Assistant,TravelX,Barcelona,€1300-1500,Full-time
Susan Simon,19,Barcelona,True,Vocational Training,True,Computer Science,Junior Developer,DesignHub,Madrid,€1300-1500,Part-time
Joshua Marquez,20,Bilbao,True,Vocational Training,False,Business Administration,Sales Assistant,DesignHub,Madrid,€1300-1500,Internship
Gregory Garcia,24,Sevilla,True,High School,False,Mechanical Engineering,Sales Assistant,DesignHub,Logroño,€900-1100,Part-time
Collin Jackson,23,Logroño,False,Master,False,Education,Graphic Designer,DesignHub,Barcelona,€1300-1500,Internship
Anthony Young,21,Zaragoza,True,Master,False,Mechanical Engineering,Graphic Designer,MediCare,Valencia,€1100-1300,Internship
Steven Wheeler,22,Barcelona,True,High School,False,Electrical Engineering,Junior Developer,DesignHub,Sevilla,€1300-1500,Part-time
Brian Rodriguez,21,Barcelona,False,Master,True,Nursing,HR Assistant,InnovaCorp,Sevilla,€900-1100,Part-time
Patricia Williams,19,Logroño,True,Master,False,Nursing,Graphic Designer,InnovaCorp,Logroño,€1100-1300,Part-time
Robert Kidd,24,Barcelona,False,Bachelor,True,Electrical Engineering,Junior Developer,TechSolutions,Zaragoza,€900-1100,Full-time
Chad Baxter,25,Bilbao,True,Master,True,Education,Teacher Assistant,GlobalBiz,Logroño,€1100-1300,Full-time
Valerie Butler,22,Zaragoza,False,High School,False,Education,Receptionist,TechSolutions,Madrid,€1300-1500,Internship
Tara Parsons,21,Zaragoza,True,Bachelor,False,Mechanical Engineering,Graphic Designer,TravelX,Madrid,€900-1100,Internship
Andre Myers,23,Sevilla,True,Master,False,Computer Science,Sales Assistant,TechSolutions,Logroño,€1100-1300,Full-time
Kevin Mathis,24,Barcelona,False,Bachelor,False,Law,Teacher Assistant,TravelX,Bilbao,€1100-1300,Internship
Lauren Miller,24,Valencia,True,Master,True,Mechanical Engineering,Nurse Assistant,GlobalBiz,Sevilla,€900-1100,Full-time
Tiffany Reed,23,Bilbao,True,Master,True,Graphic Design,Data Analyst,TechSolutions,Bilbao,€900-1100,Internship
Angela Hawkins,24,Sevilla,True,High School,True,Electrical Engineering,Data Analyst,DesignHub,Bilbao,€1100-1300,Full-time
Brandon Rogers,20,Valencia,True,Vocational Training,True,Mechanical Engineering,Junior Developer,GlobalBiz,Madrid,€1300-1500,Part-time
Scott Silva,19,Madrid,False,Bachelor,False,Mechanical Engineering,Marketing Intern,TravelX,Madrid,€900-1100,Part-time
Eric Bentley,21,Bilbao,True,High School,False,Nursing,Junior Developer,MediCare,Zaragoza,€900-1100,Part-time
Diana Myers,23,Bilbao,True,High School,True,Education,Teacher Assistant,GlobalBiz,Madrid,€1100-1300,Full-time
Sean Jackson,23,Logroño,True,Bachelor,False,Education,Junior Developer,DesignHub,Madrid,€1300-1500,Full-time
Bradley Juarez,18,Zaragoza,True,Bachelor,True,Marketing,Marketing Intern,DesignHub,Madrid,€1300-1500,Internship
Theresa Armstrong,21,Valencia,False,Vocational Training,True,Marketing,Sales Assistant,DesignHub,Sevilla,€900-1100,Full-time
